datekey,customerkey,productkey,regionkey,salesrepkey,warehousekey,invoicenumber,invoicelineno,quantity,listprice,discountamount,netsales,cogs,grossmargin,currency
20250125,14,29,1,5,1,INV352064,3,49.24,197.55,1608.07,8119.29,4965.23,3154.06,EUR
20250215,3,5,2,10,1,INV751966,3,44.22,90.34,455.84,3538.99,2686.53,852.46,EUR
20251003,20,7,3,7,3,INV110724,4,41.35,81.66,569.05,2807.59,1563.4,1244.19,EUR
20250514,17,20,1,11,3,INV514678,1,35.1,95.33,443.67,2902.41,1645.35,1257.06,EUR
20251014,8,4,2,13,2,INV169730,2,27.31,41.8,168.97,972.59,765.03,207.56,EUR
20251212,26,10,3,5,3,INV374201,1,38.29,85.03,576.67,2679.13,1502.02,1177.11,EUR
20240329,36,28,4,4,1,INV643398,1,23.98,30.78,33.75,704.35,528.21,176.14,EUR
20240707,6,25,1,4,2,INV745210,3,22.47,37.12,99.59,734.5,376.3,358.2,EUR
20250530,13,25,2,12,2,INV145883,5,1.7,39.02,11.4,54.93,31.6,23.33,EUR
20240628,23,15,2,11,1,INV510320,4,8.5,65.44,7.08,549.16,304.89,244.27,EUR
20240718,22,22,4,1,2,INV172753,2,30.48,64.68,63.52,1907.93,1267.13,640.8,EUR
20241121,4,4,1,7,3,INV660226,1,31.31,42.28,246.97,1076.82,658.06,418.76,EUR
20240526,7,22,2,1,2,INV103587,5,3.86,83.63,36.6,286.21,216.69,69.52,EUR
20251005,3,19,1,1,3,INV964024,4,46.92,132.51,351.24,5866.13,4017.21,1848.92,EUR
20250405,16,22,4,10,2,INV461912,4,24.48,180.73,401.92,4022.35,3072.4,949.95,EUR
20240817,10,10,2,7,2,INV268104,3,37.26,92.03,205.64,3223.4,1652.85,1570.55,EUR
20250224,35,28,2,7,1,INV980945,3,11.2,87.1,172.4,803.12,512.53,290.59,EUR
20250408,29,13,4,6,2,INV441847,4,7.52,110.69,40.95,791.44,564.91,226.53,EUR
20250805,13,28,3,8,3,INV901087,4,19.37,68.31,103.96,1219.2,781.59,437.61,EUR
20250709,29,10,4,1,1,INV327727,3,28.03,39.78,85.7,1029.33,674.47,354.86,EUR
20240703,29,1,2,7,3,INV799393,2,14.39,151.73,246.01,1937.38,1059.28,878.1,EUR
20250215,37,26,2,3,2,INV431864,4,13.04,150.31,298.95,1661.09,1073.07,588.02,EUR
20250917,40,17,1,11,1,INV925189,1,5.2,11.65,10.45,50.13,25.86,24.27,EUR
20240402,21,30,3,4,3,INV257918,2,16.07,22.54,45.15,317.07,188.55,128.52,EUR
20250402,31,11,2,5,2,INV206429,5,8.83,177.31,51.12,1514.53,811.08,703.45,EUR
20250925,27,6,4,12,2,INV823479,2,48.83,136.14,194.97,6452.75,4087.63,2365.12,EUR
20240210,9,29,4,8,2,INV600044,2,38.59,121.37,925.28,3758.39,2287.79,1470.6,EUR
20250327,38,19,2,8,1,INV615655,5,17.85,74.56,22.63,1308.27,799.34,508.93,EUR
20240630,9,20,3,11,2,INV256747,1,49.65,160.28,1064.61,6893.29,5435.17,1458.12,EUR
20241124,19,23,1,6,3,INV938145,4,1.78,179.3,26.66,292.49,161.08,131.41,EUR
20240915,13,17,3,9,1,INV613392,3,45.39,19.88,43.1,859.25,508.67,350.58,EUR
20250404,28,11,1,5,3,INV896671,4,33.31,73.25,15.31,2424.65,1846.64,578.01,EUR
20251001,1,24,1,5,2,INV309340,4,19.62,16.84,44.4,286.0,202.79,83.21,EUR
20241209,24,26,4,7,3,INV458747,2,47.2,146.63,764.6,6156.34,3980.99,2175.35,EUR
20240930,6,30,4,11,1,INV944601,3,43.21,180.21,35.83,7751.04,4174.38,3576.66,EUR
20240419,16,3,2,6,1,INV261487,5,40.27,157.99,1099.0,5263.26,2646.86,2616.4,EUR
20240114,22,28,1,3,3,INV756541,4,31.92,72.87,309.33,2016.68,1378.94,637.74,EUR
20240227,9,7,1,3,1,INV853144,1,1.19,160.4,8.9,181.98,93.72,88.26,EUR
20240322,25,11,2,8,1,INV842640,4,30.67,45.35,80.13,1310.75,921.26,389.49,EUR
20240303,29,6,1,2,1,INV307324,3,8.05,112.98,176.94,732.55,520.1,212.45,EUR
20251220,5,7,2,14,2,INV893023,2,8.96,130.71,138.74,1032.42,702.53,329.89,EUR
20250602,19,7,4,5,2,INV871168,2,27.0,134.42,702.74,2926.6,1684.26,1242.34,EUR
20240614,5,2,1,8,2,INV868516,1,31.37,165.36,82.95,5104.39,3722.79,1381.6,EUR
20250401,1,24,1,6,3,INV908856,3,35.21,125.05,844.76,3558.25,2386.73,1171.52,EUR
20241122,29,12,4,6,2,INV414831,4,16.36,199.83,124.42,3144.8,2126.42,1018.38,EUR
20240213,23,14,4,8,2,INV934930,4,23.72,180.83,387.9,3901.39,2116.99,1784.4,EUR
20250129,27,1,2,13,2,INV499987,2,20.57,12.65,41.18,219.03,153.0,66.03,EUR
20240625,10,19,2,4,1,INV117185,4,24.14,61.47,58.69,1425.2,925.24,499.96,EUR
20240611,20,27,3,4,1,INV610168,5,36.46,92.24,637.19,2725.88,1493.64,1232.24,EUR
20251112,4,12,1,2,2,INV840319,4,30.78,36.88,117.78,1017.39,659.54,357.85,EUR
20240809,27,16,1,5,3,INV266306,3,31.89,139.97,382.98,4080.66,2189.5,1891.16,EUR
20240512,34,10,3,12,2,INV946331,2,19.11,194.38,46.9,3667.7,2325.77,1341.93,EUR
20250303,16,7,3,12,1,INV427718,4,39.55,115.45,527.12,4038.93,2420.6,1618.33,EUR
20240718,9,11,2,12,3,INV738988,2,40.85,57.33,263.84,2078.09,1594.24,483.85,EUR
20241116,33,29,1,7,1,INV753899,3,4.98,103.28,61.99,452.34,347.07,105.27,EUR
20240929,5,15,4,13,1,INV929718,3,35.88,79.12,441.58,2397.25,1539.33,857.92,EUR
20240816,1,11,3,14,3,INV605993,5,8.16,61.82,32.29,472.16,375.64,96.52,EUR
20250911,35,7,2,10,3,INV226209,3,36.94,149.74,215.66,5315.74,3931.81,1383.93,EUR
20241016,16,26,4,7,3,INV958350,1,15.61,48.81,45.12,716.8,364.6,352.2,EUR
20251021,27,3,3,8,1,INV568383,4,28.21,122.83,525.62,2939.41,1564.72,1374.69,EUR
20241007,30,9,2,12,3,INV575354,3,8.98,34.42,59.1,249.99,134.29,115.7,EUR
20241130,36,16,3,3,2,INV972210,4,27.96,129.49,468.01,3152.53,1950.35,1202.18,EUR
20241130,40,27,1,11,2,INV439753,5,38.07,17.48,68.1,597.36,428.21,169.15,EUR
20251231,9,16,1,2,1,INV258932,1,26.62,188.62,236.0,4785.06,3475.86,1309.2,EUR
20241231,22,3,4,6,1,INV616377,4,27.71,109.69,390.16,2649.35,1639.41,1009.94,EUR
20240607,36,27,1,14,1,INV570284,2,6.65,183.17,63.52,1154.56,660.15,494.41,EUR
20251022,36,1,1,11,3,INV336474,4,3.08,51.61,7.4,151.56,82.72,68.84,EUR
20240520,33,11,3,7,3,INV802821,4,1.94,155.45,29.69,271.88,190.56,81.32,EUR
20251214,27,18,1,1,1,INV718312,1,11.23,120.72,1.94,1353.75,961.9,391.85,EUR
20250818,24,17,2,7,1,INV259651,5,1.36,129.26,21.9,153.89,89.21,64.68,EUR
20250118,33,13,2,14,1,INV890806,5,13.56,47.2,114.94,525.09,324.4,200.69,EUR
20251028,19,15,1,8,3,INV783051,5,38.73,48.87,42.66,1850.08,1140.09,709.99,EUR
20240419,14,7,3,14,3,INV806956,2,44.45,165.39,530.69,6820.9,3521.7,3299.2,EUR
20251003,15,19,3,4,3,INV124969,3,1.61,167.62,46.44,223.43,125.55,97.88,EUR
20250201,21,15,4,10,1,INV615566,4,28.48,64.22,360.96,1468.03,1111.6,356.43,EUR
20240911,5,20,1,1,1,INV749358,1,43.0,189.89,1519.0,6646.27,3928.17,2718.1,EUR
20250125,37,6,1,1,2,INV325767,2,48.58,150.95,546.79,6786.36,3963.19,2823.17,EUR
20251031,2,10,1,2,2,INV248728,3,23.39,187.13,860.76,3516.21,2722.85,793.36,EUR
20240503,2,29,4,3,1,INV218055,1,36.52,96.5,624.79,2899.39,2054.15,845.24,EUR
20241006,18,1,4,2,3,INV825406,2,11.56,85.53,74.63,914.1,467.24,446.86,EUR
20250318,30,14,2,1,3,INV146172,1,48.01,176.51,1203.18,7271.07,5203.62,2067.45,EUR
20240726,18,1,3,14,1,INV346225,4,40.71,199.21,71.57,8038.27,5377.31,2660.96,EUR
20250321,36,23,4,13,1,INV850328,1,15.04,26.8,29.61,373.46,278.68,94.78,EUR
20250711,11,12,3,12,3,INV667035,2,16.71,131.47,178.83,2018.03,1360.28,657.75,EUR
20250116,30,12,3,3,3,INV888171,4,34.11,87.49,573.81,2410.47,1267.75,1142.72,EUR
20240916,9,11,3,11,2,INV572665,5,43.23,41.21,15.23,1766.28,1151.45,614.83,EUR
20251002,10,20,3,9,3,INV972428,2,42.7,119.0,993.12,4088.18,3015.78,1072.4,EUR
20251210,26,3,4,2,3,INV670421,1,26.46,119.34,160.87,2996.87,1993.32,1003.55,EUR
20240617,15,22,3,8,1,INV441298,3,27.87,85.04,311.38,2058.68,1271.93,786.75,EUR
20250813,23,24,4,12,1,INV336783,4,8.63,141.85,184.44,1039.73,743.26,296.47,EUR
20250531,7,16,2,2,3,INV421447,2,38.03,67.54,107.49,2461.06,1701.76,759.3,EUR
20240714,2,1,1,5,1,INV317146,2,41.56,139.29,77.6,5711.29,3631.12,2080.17,EUR
20240501,28,12,4,1,3,INV726587,3,17.82,81.23,87.95,1359.57,932.36,427.21,EUR
20250504,40,19,1,11,2,INV133049,4,16.66,15.9,37.12,227.77,172.73,55.04,EUR
20250127,35,25,1,7,3,INV715644,5,44.15,190.33,1150.97,7252.1,5790.01,1462.09,EUR
20250124,3,16,1,8,2,INV670147,1,5.07,147.61,107.11,641.27,498.07,143.2,EUR
20250410,25,24,3,4,3,INV592075,1,16.82,115.0,272.36,1661.94,1055.93,606.01,EUR
20250920,27,4,1,11,1,INV722255,1,46.84,94.44,444.19,3979.38,2542.64,1436.74,EUR
20251214,37,13,1,5,3,INV223384,5,25.06,181.43,266.79,4279.85,2348.88,1930.97,EUR
20241024,39,11,4,2,3,INV262315,1,10.76,102.39,1.25,1100.47,806.34,294.13,EUR
20251031,12,25,4,1,2,INV291551,2,17.66,139.78,417.44,2051.07,1166.28,884.79,EUR
20250331,8,4,2,3,1,INV876319,5,28.58,93.24,195.42,2469.38,1752.46,716.92,EUR
20240122,34,29,3,11,3,INV211493,4,24.21,62.99,169.97,1355.02,849.16,505.86,EUR
20240307,6,9,3,8,2,INV631747,2,45.42,176.35,193.85,7815.97,4287.83,3528.14,EUR
20250807,12,22,2,8,3,INV672437,3,28.31,100.8,554.1,2299.55,1602.51,697.04,EUR
20250819,27,4,1,4,1,INV254546,3,7.53,143.28,2.42,1076.48,557.61,518.87,EUR
20240113,8,17,3,10,3,INV109287,3,44.14,36.04,292.94,1297.87,984.01,313.86,EUR
20240806,13,22,4,8,2,INV324523,1,9.45,115.08,136.38,951.13,720.58,230.55,EUR
20240313,10,22,2,14,3,INV252465,1,24.41,198.07,70.19,4764.7,2617.82,2146.88,EUR
20251003,27,27,3,4,2,INV526132,1,37.87,18.15,44.06,643.28,397.8,245.48,EUR
20240716,24,13,4,10,1,INV884972,2,24.49,190.38,475.14,4187.27,2604.31,1582.96,EUR
20251012,11,8,3,8,1,INV553762,5,2.51,22.6,0.96,55.77,42.8,12.97,EUR
20240529,3,12,3,7,2,INV587070,3,15.87,111.71,115.97,1656.87,981.6,675.27,EUR
20250426,33,16,4,13,3,INV718199,5,46.25,124.99,764.23,5016.56,3372.11,1644.45,EUR
20250425,22,3,4,6,3,INV642111,5,31.94,57.8,99.03,1747.1,1015.72,731.38,EUR
20241022,39,17,2,6,2,INV351044,5,10.37,194.74,77.49,1941.96,1166.15,775.81,EUR
20251123,27,9,3,10,2,INV802215,2,38.65,179.2,192.93,6733.15,4921.75,1811.4,EUR
20241029,13,22,3,12,3,INV679761,3,11.02,97.91,112.24,966.73,517.36,449.37,EUR
20241025,16,7,3,3,3,INV948903,4,19.37,84.41,234.48,1400.54,1092.06,308.48,EUR
20250415,35,11,2,5,3,INV175550,3,7.1,81.55,63.77,515.24,318.38,196.86,EUR
20240309,13,26,3,8,2,INV677392,5,41.24,107.11,371.48,4045.74,2345.36,1700.38,EUR
20250313,32,20,1,8,2,INV505678,3,6.85,44.41,21.98,282.23,208.96,73.27,EUR
20240225,3,28,1,5,1,INV675134,5,14.15,158.94,416.4,1832.6,1293.85,538.75,EUR
20240728,3,29,1,1,1,INV454005,5,36.26,64.0,111.71,2208.93,1250.54,958.39,EUR
20250910,37,25,3,9,2,INV981609,2,8.43,115.2,61.52,909.62,514.81,394.81,EUR
20250127,14,18,1,3,1,INV698988,5,48.95,61.25,291.58,2706.61,1431.0,1275.61,EUR
20250220,15,8,4,10,1,INV281973,2,14.69,10.6,20.9,134.81,85.01,49.8,EUR
20250906,25,15,2,4,1,INV988439,1,21.02,94.39,59.68,1924.4,1474.93,449.47,EUR
20250921,25,1,3,4,3,INV615395,4,39.69,109.55,280.08,4067.96,2642.99,1424.97,EUR
20250922,25,27,4,10,1,INV491078,2,35.47,124.18,615.71,3788.95,2323.76,1465.19,EUR
20250217,14,7,3,6,2,INV387458,2,36.03,180.71,494.11,6016.87,4592.79,1424.08,EUR
20240125,37,8,1,8,3,INV938966,1,20.05,75.58,115.46,1399.92,906.15,493.77,EUR
20250401,28,3,4,5,2,INV339659,3,18.96,199.45,361.92,3419.65,1882.73,1536.92,EUR
20250822,34,20,2,14,1,INV499973,3,3.35,53.43,25.31,153.68,84.16,69.52,EUR
20250922,36,2,3,2,3,INV367539,4,8.3,36.91,26.71,279.64,212.89,66.75,EUR
20240709,15,14,3,3,3,INV170022,2,43.72,127.98,640.78,4954.51,3641.22,1313.29,EUR
20240629,19,18,4,7,1,INV347721,1,40.58,47.12,272.49,1639.64,852.96,786.68,EUR
20240413,18,27,2,9,1,INV916902,4,28.12,80.1,80.6,2171.81,1433.61,738.2,EUR
20240710,16,26,1,6,1,INV903575,3,26.15,13.94,36.78,327.75,169.46,158.29,EUR
20240518,11,2,4,3,1,INV353677,5,41.88,119.03,278.44,4706.54,2700.31,2006.23,EUR
20240628,8,23,2,3,3,INV735448,1,4.29,81.71,0.04,350.5,223.7,126.8,EUR
20250516,26,18,4,9,2,INV778799,5,18.34,125.05,329.5,1963.92,1423.46,540.46,EUR
20240914,34,30,4,3,3,INV999601,4,7.19,16.92,1.79,119.86,95.7,24.16,EUR
20241101,8,20,4,7,2,INV414067,3,2.17,102.57,33.4,189.18,106.82,82.36,EUR
20251015,10,15,2,11,2,INV515614,2,7.97,181.1,260.86,1182.51,680.98,501.53,EUR
20250212,30,23,4,6,1,INV585804,2,21.37,19.76,80.04,342.23,263.21,79.02,EUR
20240413,19,12,1,6,2,INV505334,4,4.83,65.85,52.23,265.83,176.91,88.92,EUR
20240211,31,3,3,6,1,INV425416,5,9.13,198.5,52.9,1759.4,1255.04,504.36,EUR
20241003,4,1,2,11,3,INV489301,1,22.97,73.47,206.88,1480.73,894.48,586.25,EUR
20241130,19,12,1,13,3,INV714068,1,44.29,154.11,591.65,6233.88,4078.15,2155.73,EUR
20251113,36,24,1,3,2,INV446189,4,36.84,130.69,138.61,4676.01,3407.09,1268.92,EUR
20240720,6,20,4,5,2,INV330935,1,3.16,12.3,1.03,37.84,23.67,14.17,EUR
20240717,27,26,2,7,3,INV695787,3,49.53,50.02,491.05,1986.44,1090.59,895.85,EUR
20240208,17,24,4,13,1,INV329737,4,45.84,41.46,255.66,1644.87,878.81,766.06,EUR
20251116,30,26,3,10,3,INV490192,4,47.83,59.04,315.47,2508.41,1923.33,585.08,EUR
20241204,21,17,2,11,3,INV975937,5,26.48,63.0,198.14,1470.1,1130.47,339.63,EUR
20240819,2,14,4,5,2,INV633552,3,25.44,147.61,303.95,3451.25,2711.41,739.84,EUR
20241103,17,4,2,9,1,INV985510,2,44.16,57.26,457.77,2070.83,1610.72,460.11,EUR
20251215,35,17,3,7,3,INV519273,4,28.76,66.83,93.22,1828.81,1256.24,572.57,EUR
20251109,5,25,3,1,2,INV525642,4,8.55,99.9,5.23,848.92,663.24,185.68,EUR
20240501,20,8,4,8,2,INV717006,2,20.86,171.4,204.85,3370.55,2302.66,1067.89,EUR
20240617,22,6,3,10,2,INV994643,1,5.93,25.64,22.42,129.63,70.65,58.98,EUR
20250314,32,29,1,13,3,INV779445,2,49.6,10.4,18.32,497.52,268.68,228.84,EUR
20250110,23,22,1,1,1,INV424814,3,5.9,199.3,19.37,1156.5,591.96,564.54,EUR
20240101,13,26,2,7,2,INV212762,3,30.08,126.93,401.73,3416.32,2560.67,855.65,EUR
20241018,9,3,4,10,2,INV265039,5,5.71,125.23,98.54,616.52,314.18,302.34,EUR
20241212,11,23,4,13,2,INV476178,5,16.01,134.16,349.95,1797.95,1124.42,673.53,EUR
20240828,20,22,3,4,1,INV583694,2,35.46,16.99,7.08,595.39,454.01,141.38,EUR
20240531,7,15,2,3,3,INV177009,3,38.75,140.67,631.52,4819.44,3448.75,1370.69,EUR
20250321,27,4,3,12,1,INV596215,1,18.85,84.25,109.61,1478.5,760.94,717.56,EUR
20240915,25,6,4,8,3,INV516798,3,23.03,165.0,566.41,3233.54,2302.98,930.56,EUR
20251105,21,30,2,1,1,INV362773,4,5.57,176.35,65.72,916.55,469.83,446.72,EUR
20240523,16,17,4,5,1,INV855797,2,21.48,156.46,424.49,2936.27,2094.76,841.51,EUR
20250921,24,11,1,2,2,INV909047,5,10.88,38.08,56.38,357.93,271.07,86.86,EUR
20250601,18,17,4,9,3,INV742214,5,10.64,156.25,243.15,1419.35,726.46,692.89,EUR
20250828,36,10,4,1,2,INV448762,1,20.96,129.14,428.67,2278.1,1463.35,814.75,EUR
20250303,30,30,2,6,3,INV333727,4,13.97,179.39,427.12,2078.96,1548.87,530.09,EUR
20251115,38,9,4,5,1,INV656524,2,2.99,190.88,51.28,519.45,321.59,197.86,EUR
20250316,4,3,3,9,3,INV536999,1,25.59,190.99,776.74,4110.69,2844.62,1266.07,EUR
20241109,39,22,1,8,3,INV323781,5,33.4,64.64,50.03,2108.95,1203.05,905.9,EUR
20250202,36,24,3,3,3,INV787973,2,1.7,91.61,10.24,145.5,83.47,62.03,EUR
20250506,2,4,2,12,3,INV370735,2,33.22,137.64,380.04,4192.36,3235.61,956.75,EUR
20240727,11,12,1,13,2,INV424526,5,34.89,131.41,69.9,4514.99,2468.21,2046.78,EUR
20240504,1,8,1,13,2,INV287664,1,38.48,74.13,285.52,2567.0,1926.68,640.32,EUR
20250701,30,17,1,8,3,INV744209,3,39.49,77.69,56.47,3011.51,1665.12,1346.39,EUR
20240712,35,9,1,10,1,INV166514,2,8.14,40.46,53.7,275.64,182.04,93.6,EUR
20250505,23,1,3,14,2,INV931169,4,6.07,107.36,105.81,545.87,307.71,238.16,EUR
20240713,40,21,4,13,3,INV884056,1,48.83,151.48,1234.54,6162.23,4807.4,1354.83,EUR
20250521,36,25,4,7,2,INV773738,3,10.76,17.97,17.51,175.85,88.12,87.73,EUR
20241229,2,22,3,11,2,INV535718,1,48.51,173.78,143.69,8286.38,6238.87,2047.51,EUR
20250831,34,18,1,10,1,INV596427,4,28.13,114.8,491.88,2737.44,1467.07,1270.37,EUR
20240203,21,8,3,9,2,INV407706,1,43.07,20.43,52.83,827.09,652.76,174.33,EUR
20240520,17,27,4,3,2,INV456454,4,49.08,195.27,697.29,8886.56,5771.7,3114.86,EUR
20241103,27,1,1,5,2,INV293751,1,43.61,186.97,983.19,7170.57,5417.16,1753.41,EUR
20250106,8,4,3,13,2,INV433774,1,9.95,50.34,80.18,420.7,239.57,181.13,EUR
20241010,20,27,1,13,3,INV675601,5,43.64,113.75,899.8,4064.25,2834.29,1229.96,EUR
20240412,26,25,1,5,2,INV197483,3,14.18,19.89,3.88,278.16,218.27,59.89,EUR
20250825,1,4,4,1,2,INV948822,3,20.89,30.31,20.11,613.07,479.36,133.71,EUR
20240910,6,11,2,3,3,INV696655,1,31.91,13.2,18.4,402.81,286.98,115.83,EUR
20240622,33,8,4,1,3,INV648379,3,29.26,148.67,732.42,3617.66,2343.51,1274.15,EUR
20240831,4,14,2,10,3,INV507310,2,41.43,65.61,74.05,2644.17,2094.49,549.68,EUR
20250225,38,10,3,4,3,INV997727,1,35.64,58.45,252.17,1830.99,916.29,914.7,EUR
20240427,26,19,2,12,2,INV824880,2,29.25,164.74,559.16,4259.49,3365.65,893.84,EUR
20240911,9,23,1,4,1,INV881063,1,36.83,139.97,137.09,5018.01,2837.39,2180.62,EUR
20240425,37,1,2,12,1,INV970287,1,21.25,74.86,142.24,1448.54,788.15,660.39,EUR
20251025,8,28,3,6,2,INV497121,5,34.34,94.25,130.46,3106.09,2144.8,961.29,EUR
20240730,25,12,2,14,3,INV999797,2,25.01,190.34,416.49,4343.91,2500.5,1843.41,EUR
20250319,30,6,1,13,1,INV884674,4,26.69,48.73,28.72,1271.88,745.53,526.35,EUR
20241017,18,6,4,13,1,INV596221,5,4.2,96.34,24.54,380.09,215.62,164.47,EUR
20240724,18,27,4,7,2,INV268252,4,11.81,181.91,7.37,2140.99,1221.06,919.93,EUR
20250512,25,8,2,2,2,INV856277,3,26.58,141.08,203.85,3546.06,2473.33,1072.73,EUR
20241113,26,1,1,10,1,INV352943,3,13.35,56.42,144.27,608.94,474.61,134.33,EUR
20250920,37,26,2,11,2,INV653991,1,8.31,13.72,17.52,96.49,70.53,25.96,EUR
20250305,37,11,1,8,1,INV296473,1,36.9,146.97,460.81,4962.38,3517.38,1445.0,EUR
20241005,38,7,4,11,3,INV692671,5,18.49,82.19,189.85,1329.84,1020.09,309.75,EUR
20241128,3,28,3,6,2,INV895792,2,27.09,103.7,242.06,2567.17,1716.75,850.42,EUR
20251207,5,4,2,4,2,INV146008,2,23.89,111.65,394.02,2273.3,1206.63,1066.67,EUR
20250715,29,23,2,4,3,INV324954,2,19.17,16.96,0.76,324.36,219.35,105.01,EUR
20240503,18,21,4,4,1,INV457369,2,30.98,27.77,43.07,817.24,555.31,261.93,EUR
20251006,16,2,4,12,2,INV667358,2,33.21,142.22,6.0,4717.13,3550.18,1166.95,EUR
20240809,27,29,3,2,1,INV628168,5,12.24,119.38,0.03,1461.18,1035.85,425.33,EUR
20241231,29,18,2,1,3,INV202247,5,2.05,62.3,4.4,123.31,67.46,55.85,EUR
20240216,12,7,2,4,1,INV409329,4,4.0,95.4,47.22,334.38,170.35,164.03,EUR
20240728,24,21,3,14,3,INV552798,2,34.71,168.39,185.95,5658.87,3471.3,2187.57,EUR
20240624,24,2,2,11,2,INV213796,1,38.46,50.24,59.41,1872.82,997.34,875.48,EUR
20240822,11,9,3,8,1,INV969034,5,27.11,117.79,609.04,2584.25,1621.53,962.72,EUR
20250917,29,9,3,5,3,INV324549,1,10.62,66.15,108.55,593.96,379.81,214.15,EUR
20240403,38,4,2,1,1,INV872804,5,47.53,31.5,143.53,1353.66,1046.11,307.55,EUR
20250817,9,2,2,9,1,INV937752,2,12.78,19.64,43.09,207.91,137.87,70.04,EUR
20240316,16,18,1,6,3,INV663679,1,13.72,73.09,27.31,975.48,539.92,435.56,EUR
20250313,32,28,2,3,1,INV832719,1,26.38,128.72,48.51,3347.12,2397.46,949.66,EUR
20250713,6,24,3,8,1,INV814435,3,49.64,74.16,24.37,3656.93,1841.11,1815.82,EUR
20240128,2,28,1,2,2,INV272935,5,4.97,140.71,67.24,632.09,468.77,163.32,EUR
20250325,35,21,3,1,3,INV884829,5,2.27,38.46,6.17,81.13,49.79,31.34,EUR
20240427,33,21,3,13,2,INV373472,2,5.17,164.43,102.07,748.03,503.36,244.67,EUR
20250503,19,16,1,3,1,INV964400,3,25.57,159.78,256.67,3828.9,2453.03,1375.87,EUR
20250603,28,15,1,1,3,INV151226,1,33.44,178.3,450.63,5511.72,3808.6,1703.12,EUR
20240331,24,24,3,9,1,INV524865,4,28.59,54.8,46.77,1519.96,882.83,637.13,EUR
20240821,21,12,1,6,2,INV961487,2,39.47,81.31,26.88,3182.43,2273.17,909.26,EUR
20251002,31,2,4,4,1,INV530108,5,42.95,116.07,616.26,4368.95,3215.36,1153.59,EUR
20240118,40,25,2,3,1,INV163660,3,40.3,186.35,1299.59,6210.31,3576.17,2634.14,EUR
20250625,8,29,1,5,3,INV868905,3,48.15,132.32,697.62,5673.59,3642.97,2030.62,EUR
20240911,34,7,4,12,1,INV653985,1,20.59,56.02,155.25,998.2,541.47,456.73,EUR
20250213,40,22,3,12,1,INV647066,5,32.61,136.73,274.21,4184.56,2465.86,1718.7,EUR
20240122,16,29,4,13,3,INV236850,3,36.39,170.56,534.88,5671.8,3013.02,2658.78,EUR
20240914,6,15,1,14,2,INV405791,4,8.68,189.77,123.1,1524.1,894.93,629.17,EUR
20240213,12,13,2,12,3,INV486974,3,27.63,45.52,48.21,1209.51,918.79,290.72,EUR
20240124,6,16,4,5,2,INV930570,3,43.29,107.47,893.23,3759.15,2477.68,1281.47,EUR
20240124,15,24,1,6,1,INV683102,5,26.42,167.78,244.19,4188.56,3005.91,1182.65,EUR
20240517,30,20,1,11,3,INV456441,1,15.2,131.43,396.8,1600.94,940.41,660.53,EUR
20240728,14,7,3,4,3,INV370235,5,16.44,144.69,187.78,2190.92,1241.3,949.62,EUR
20240524,7,3,1,12,3,INV576833,5,23.86,176.93,104.51,4117.04,2118.21,1998.83,EUR
20240722,16,19,1,11,3,INV307607,4,11.62,86.95,65.27,945.09,536.54,408.55,EUR
20250220,3,24,1,2,3,INV898337,5,25.34,192.72,968.33,3915.19,2069.54,1845.65,EUR
20250527,27,25,1,1,1,INV318841,1,49.87,15.59,16.6,760.87,558.17,202.7,EUR
20240424,36,5,1,4,3,INV495618,3,24.14,143.54,182.88,3282.18,1920.39,1361.79,EUR
20250902,8,24,4,1,3,INV813158,2,20.2,125.85,175.81,2366.36,1812.08,554.28,EUR
20240319,20,20,1,13,1,INV651510,5,15.05,112.45,76.44,1615.93,1000.42,615.51,EUR
20250503,22,27,1,10,1,INV893269,4,10.54,164.84,54.79,1682.62,950.13,732.49,EUR
20250908,33,5,1,4,2,INV388379,3,17.55,24.58,22.01,409.37,209.17,200.2,EUR
20241028,9,17,4,12,1,INV969880,3,31.89,157.82,339.71,4693.17,3039.83,1653.34,EUR
20250208,28,14,1,9,3,INV200647,1,37.57,91.04,579.09,2841.28,2220.9,620.38,EUR
20240716,4,17,2,6,2,INV517155,5,5.33,175.53,5.1,930.47,508.22,422.25,EUR
20250411,5,11,2,2,1,INV904881,2,13.45,74.7,10.46,994.25,625.32,368.93,EUR
20250717,12,14,1,8,3,INV988596,4,21.8,116.66,459.0,2084.19,1430.49,653.7,EUR
20250621,17,10,1,2,1,INV418773,5,1.24,110.28,12.24,124.51,69.5,55.01,EUR
20241101,16,16,2,7,1,INV322256,2,32.61,126.76,102.63,4031.01,2139.43,1891.58,EUR
20250114,29,23,1,10,1,INV632046,3,49.67,120.36,77.53,5900.75,3462.59,2438.16,EUR
20250810,12,30,1,12,2,INV367642,5,40.56,86.54,419.7,3090.36,2076.22,1014.14,EUR
20251002,27,25,4,14,3,INV410810,5,32.45,154.3,747.07,4259.97,2993.79,1266.18,EUR
20250412,6,29,3,3,3,INV921591,3,29.38,130.99,437.77,3410.72,1855.7,1555.02,EUR
20250801,7,10,1,13,3,INV424632,5,31.32,195.22,237.79,5876.5,3246.98,2629.52,EUR
20240713,7,6,2,5,1,INV913976,4,20.81,116.37,454.08,1967.58,1224.52,743.06,EUR
20251217,2,18,4,3,2,INV771339,1,23.4,89.36,372.87,1718.15,1189.96,528.19,EUR
20240627,14,10,2,9,3,INV331103,3,33.84,124.46,304.76,3906.97,2239.43,1667.54,EUR
